model,classifier,source_species,target_species,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_test
dinobloom_base,RF,Vivax,Ovale,0.9,0.8333333333333333,0.6666666666666666,1.0,0.5555555555555555,0.9,0.6,0.9400000000000001,0.7962775715882576,,2
dinobloom_base,LR,Vivax,Ovale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2
dinobloom_base,KNN_1,Vivax,Ovale,0.8,0.7619047619047619,0.6190476190476191,0.9,0.5079365079365079,0.8,0.5523809523809523,0.8400000000000001,0.5687696939916126,,2
dinobloom_base,KNN_3,Vivax,Ovale,0.8,0.7619047619047619,0.6190476190476191,0.9,0.5079365079365079,0.8,0.5523809523809523,0.8400000000000001,0.5687696939916126,,2
dinobloom_base,KNN_5,Vivax,Ovale,0.8,0.7619047619047619,0.6190476190476191,0.9,0.5079365079365079,0.8,0.5523809523809523,0.8400000000000001,0.5687696939916126,,2
dinobloom_base,RF,Vivax,Malariae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09656090991705352,,3
dinobloom_base,LR,Vivax,Malariae,0.08333333333333333,0.08333333333333333,0.25,0.3333333333333333,0.0625,0.08333333333333333,0.1,0.13333333333333333,-0.08920515501750789,,3
dinobloom_base,KNN_1,Vivax,Malariae,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.125,0.16666666666666666,0.14285714285714285,0.19047619047619047,0.06766649524509584,,3
dinobloom_base,KNN_3,Vivax,Malariae,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.125,0.16666666666666666,0.14285714285714285,0.19047619047619047,0.06766649524509584,,3
dinobloom_base,KNN_5,Vivax,Malariae,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.125,0.16666666666666666,0.14285714285714285,0.19047619047619047,0.06766649524509584,,3
dinobloom_base,RF,Ovale,Falciparum,0.7619047619047619,0.6447368421052632,0.56875,0.8672619047619047,0.6447368421052632,0.7619047619047619,0.5714285714285714,0.8027210884353742,0.1995059687802532,,2
