epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.1960007677207123,1.384353174103631,0.35555555555555557,0.17486338797814208,0.35555555555555557
2,0.7334607941610319,0.829790066017045,0.7111111111111111,0.27705627705627706,0.7111111111111111
3,0.6026299960978396,0.3938547917538219,0.8666666666666667,0.30952380952380953,0.8666666666666667
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
4,0.6055886640742019,0.2985060741710994,0.8888888888888888,0.3137254901960784,0.8888888888888888
1,1.0774119577856145,2.0291728545457888,0.23076923076923078,0.15517241379310345,0.225
2,0.4661306657342829,2.3137063735570664,0.41025641025641024,0.2222222222222222,0.4
3,0.23779853503418785,3.24281705954136,0.4358974358974359,0.22972972972972974,0.425
4,0.27257702531468153,3.4860517183939614,0.48717948717948717,0.24358974358974358,0.475
4,0.27257702531468153,3.4860517183939614,0.48717948717948717,0.24358974358974358,0.475
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
1,1.2194761872291564,1.4393344455295138,0.2222222222222222,0.11428571428571428,0.14814814814814814
2,0.7385261575380961,0.7048656675550673,0.7222222222222222,0.37833594976452123,0.6296296296296295
3,0.5501102030277252,0.2828358941608005,0.9722222222222222,0.660377358490566,0.9814814814814814
3,0.5501102030277252,0.2828358941608005,0.9722222222222222,0.660377358490566,0.9814814814814814
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
5,0.3538187026977539,0.07476199335522121,1.0,1.0,1.0
1,1.2539652041766955,1.4203513860702515,0.0,0.0,0.0
1,1.2539652041766955,1.4203513860702515,0.0,0.0,0.0
3,0.5438971001168956,0.6615769863128662,0.7222222222222222,0.4115384615384615,0.7
3,0.5438971001168956,0.6615769863128662,0.7222222222222222,0.4115384615384615,0.7
5,0.4218497049549352,0.8035757541656494,0.6666666666666666,0.5833333333333334,0.8
6,0.3662845449171204,1.621971607208252,0.7222222222222222,0.6,0.8333333333333333
6,0.3662845449171204,1.621971607208252,0.7222222222222222,0.6,0.8333333333333333
6,0.3662845449171204,1.621971607208252,0.7222222222222222,0.6,0.8333333333333333
6,0.3662845449171204,1.621971607208252,0.7222222222222222,0.6,0.8333333333333333
6,0.3662845449171204,1.621971607208252,0.7222222222222222,0.6,0.8333333333333333
1,1.1198182244231736,1.6260566711425781,0.0,0.0,0.0
2,0.7389354325722957,2.4628639221191406,0.1111111111111111,0.06666666666666667,0.3333333333333333
2,0.7389354325722957,2.4628639221191406,0.1111111111111111,0.06666666666666667,0.3333333333333333
2,0.7389354325722957,2.4628639221191406,0.1111111111111111,0.06666666666666667,0.3333333333333333
2,0.7389354325722957,2.4628639221191406,0.1111111111111111,0.06666666666666667,0.3333333333333333
6,0.25341896475225256,5.358456611633301,0.16666666666666666,0.14285714285714285,0.5
6,0.25341896475225256,5.358456611633301,0.16666666666666666,0.14285714285714285,0.5
6,0.25341896475225256,5.358456611633301,0.16666666666666666,0.14285714285714285,0.5
6,0.25341896475225256,5.358456611633301,0.16666666666666666,0.14285714285714285,0.5
6,0.25341896475225256,5.358456611633301,0.16666666666666666,0.14285714285714285,0.5
