epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.0774119577856145,2.0291728545457888,0.23076923076923078,0.15517241379310345,0.225
2,0.4661306657342829,2.3137063735570664,0.41025641025641024,0.2222222222222222,0.4
3,0.23779853503418785,3.24281705954136,0.4358974358974359,0.22972972972972974,0.425
4,0.27257702531468153,3.4860517183939614,0.48717948717948717,0.24358974358974358,0.475
5,0.07974665576958248,4.2055421975942755,0.48717948717948717,0.24358974358974358,0.475
6,0.12252348495854272,4.0149365694094925,0.5128205128205128,0.3333333333333333,0.5
7,0.14937093306300986,4.472818545806102,0.5128205128205128,0.3333333333333333,0.5
8,0.03971957843591515,5.055976549784343,0.5128205128205128,0.3333333333333333,0.5
9,0.07773321634556493,4.892599570445525,0.48717948717948717,0.24358974358974358,0.475
10,0.13072343743764436,4.219771483005622,0.48717948717948717,0.24358974358974358,0.475
