epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.5294877623582815,0.02034679800271988,1.0,1.0,1.0
2,0.03927761386451009,0.04799916222691536,1.0,1.0,1.0
3,0.013213179485461154,0.12129899859428406,1.0,1.0,1.0
4,0.0035308179666300294,0.14231188595294952,1.0,1.0,1.0
5,0.004709856064578929,0.15599976480007172,1.0,1.0,1.0
6,0.003986323712689971,0.16694118082523346,1.0,1.0,1.0
7,0.0017307200363244522,0.15837536752223969,1.0,1.0,1.0
8,0.0015242345095914486,0.15468715131282806,1.0,1.0,1.0
9,0.0022811673947476913,0.1546681970357895,1.0,1.0,1.0
10,0.0020219206767664714,0.13866892457008362,1.0,1.0,1.0
