epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
1,0.6531802858152087,0.339527211870466,0.8857142857142857,0.6153846153846154,0.8666666666666667,1
1,0.5220418203232894,0.09116750955581665,1.0,1.0,1.0,2
1,0.5294877623582815,0.02034679800271988,1.0,1.0,1.0,3
1,0.568892149934693,0.0497700497508049,1.0,1.0,1.0,4
1,0.7485035720371431,0.026196476072072983,1.0,1.0,1.0,5
