epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.8316171487172445,1.7866835594177246,0.027777777777777776,0.023809523809523808,0.018518518518518517
2,0.5456504066785176,0.46475592586729264,0.9444444444444444,0.636302294197031,0.962962962962963
3,0.48275360465049744,0.3623216085963779,0.8611111111111112,0.5384615384615384,0.7222222222222222
4,0.3482251564661662,0.44526709450615776,0.7222222222222222,0.2903846153846154,0.5185185185185185
5,0.4354232668876648,0.2939333137538698,0.8333333333333334,0.625,0.8888888888888888
6,0.2503140161434809,0.18825752081142533,0.8888888888888888,0.64,0.9259259259259259
7,0.28042455116907755,0.17418552935123444,0.9444444444444444,0.6538461538461539,0.962962962962963
8,0.24095590909322104,0.410742806063758,0.7777777777777778,0.3361921097770154,0.5925925925925926
9,0.09739257246255875,0.30174077881707084,0.7777777777777778,0.4085714285714286,0.7037037037037037
10,0.07828263541062673,0.0965858975218402,0.9722222222222222,0.660377358490566,0.9814814814814814
