epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
1,0.8874372179443771,0.4534458571010166,1.0,1.0,1.0,1
2,0.1327776631228944,,0.5128205128205128,0.3333333333333333,0.5,2
5,0.043609556866188844,0.036502808125482664,1.0,1.0,1.0,3
8,0.01886370351565057,2.8046083450317383,0.3333333333333333,0.4444444444444444,0.6,4
1,1.0108070256917372,0.17973549664020538,0.16666666666666666,0.14285714285714285,0.5,5
