epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
5,0.03124066209065095,0.3966978337214906,0.9493670886075949,0.9392857142857143,0.9368421052631579,1
3,0.10674991215171378,0.05502286491294702,1.0,1.0,1.0,2
1,0.8617715372684154,0.321708619594574,1.0,1.0,1.0,3
1,0.6835115127956745,0.1417868435382843,1.0,1.0,1.0,4
1,0.879020896793782,0.19913378026750353,1.0,1.0,1.0,5
