epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.0291434244345163,0.44649675413023066,0.9113924050632911,0.885024154589372,0.8833333333333333
2,0.1518428777237885,0.31701263129899776,0.9240506329113924,0.9065934065934066,0.9035087719298245
3,0.046713351520873206,0.32982682736142527,0.9240506329113924,0.9105263157894736,0.9105263157894736
4,0.0246748941886516,0.4324271115710181,0.8734177215189873,0.8529411764705883,0.8578947368421053
5,0.03124066209065095,0.3966978337214906,0.9493670886075949,0.9392857142857143,0.9368421052631579
6,0.02088991285280417,0.41029859326862367,0.8860759493670886,0.8675324675324676,0.8710526315789474
7,0.024616099609673477,0.5053959255654931,0.8860759493670886,0.8675324675324676,0.8710526315789474
8,0.011452928014838968,0.574051346682908,0.8607594936708861,0.799140708915145,0.8166666666666667
9,0.02112418652035808,0.8965276815881363,0.8227848101265823,0.7139423076923077,0.7666666666666666
10,0.029958153698053068,0.9748853570722704,0.8227848101265823,0.7139423076923077,0.7666666666666666
