epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
8,0.313037461122951,0.8552102452764908,0.7777777777777778,0.4375,0.7777777777777778,1
6,0.09892878394860488,,0.48717948717948717,0.24358974358974358,0.475,2
6,0.417225714524587,0.1393820991118749,1.0,1.0,1.0,3
4,0.45590899128844775,0.45298463106155396,0.7777777777777778,0.6153846153846154,0.8666666666666667,4
3,0.5590714484021284,1.4026283025741577,0.1111111111111111,0.06666666666666667,0.3333333333333333,5
