epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.231336283683777,1.3381265534294977,0.08333333333333333,0.05,0.05555555555555555
2,0.6169234871864319,0.8702813055780199,0.6944444444444444,0.41875,0.7222222222222222
3,0.5846859455108643,0.611780027548472,0.75,0.2952830188679245,0.537037037037037
4,0.5903152664502461,0.2730149461163415,0.9722222222222222,0.660377358490566,0.9814814814814814
5,0.4054737061262131,0.11106622384654151,0.9722222222222222,0.660377358490566,0.9814814814814814
6,0.417225714524587,0.1393820991118749,1.0,1.0,1.0
7,0.3124803364276886,0.20712464716699389,0.9722222222222222,0.9642502482621649,0.9814814814814814
8,0.2597903082768122,0.254339466492335,0.9444444444444444,0.636302294197031,0.962962962962963
9,0.23895702560742696,3.049016104804145,0.6944444444444444,0.2403846153846154,0.46296296296296297
10,0.2588660389184952,0.2553330759207408,0.9166666666666666,0.46260683760683763,0.9074074074074074
