class,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,total_support,n_fold_evaluated
Falciparum,1.0,0.0,1.0,0.0,1.0,0.0,39.0,2
Malariae,0.96875,0.04419417382415922,1.0,0.0,0.9838709677419355,0.022809896167307966,27.0,2
Ovale,0.9666666666666667,0.04714045207910316,0.8666666666666667,0.09428090415820632,0.9111111111111111,0.03142696805273549,25.0,2
Vivax,0.962962962962963,0.05237828008789244,0.9666666666666667,0.04714045207910316,0.963527851458886,0.002813422206312535,40.0,2
