epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.9467046977700414,0.8160364287240165,0.7857142857142857,0.6896094976452118,0.7608333333333333
2,0.18244962565399506,0.22188290102141245,0.9464285714285714,0.9366564807741279,0.9333333333333333
3,0.07925420898843456,0.10640498889344079,0.9642857142857143,0.9626068376068376,0.95
4,0.05610104962377935,0.24540222669020295,0.9464285714285714,0.94173140954495,0.925
5,0.03314870872811691,0.32640337955672294,0.9464285714285714,0.94173140954495,0.925
6,0.03790378198027611,0.21081912427741503,0.9642857142857143,0.9626068376068376,0.95
7,0.0059418327653327505,0.2898287129521902,0.9642857142857143,0.9626068376068376,0.95
8,0.004622692796024117,0.32722092952047077,0.9464285714285714,0.94173140954495,0.925
9,0.00802679274331879,0.3457668435626796,0.9464285714285714,0.94173140954495,0.925
10,0.022547784745944915,0.32294067923378733,0.9464285714285714,0.94173140954495,0.925
