model,classifier,fold,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_val,split
dinobloom_base,KNN_3,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
dinobloom_base,KNN_3,fold2,0.9482758620689655,0.9416666666666667,0.9379120879120879,0.9483705949223191,0.9416666666666667,0.9482758620689655,0.9391379310344827,0.9477288941736028,0.9295605687993781,0.9824551841085272,4,test
dinobloom_base,KNN_5,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
dinobloom_base,KNN_5,fold2,0.9310344827586207,0.925,0.9200549450549451,0.9333080712391058,0.925,0.9310344827586207,0.9200549450549451,0.9298976885183782,0.9071664245663664,0.9941678779069767,4,test
dinobloom_base,RF,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,RF,fold3,0.896551724137931,0.8833333333333333,0.8927907840951319,0.8936557362344468,0.8833333333333333,0.896551724137931,0.8855912508544087,0.89262450797841,0.859163732429494,0.9911276647286821,4,test
dinobloom_base,LR,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,LR,fold3,0.9655172413793104,0.9583333333333333,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9527302363488183,0.9966327519379845,4,test
dinobloom_base,KNN_1,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_1,fold3,0.9655172413793104,0.9583333333333333,0.9641025641025642,0.96684350132626,0.9583333333333333,0.9655172413793104,0.9601754385964911,0.9654083484573502,0.9530810892874486,0.9735422986181328,4,test
dinobloom_base,KNN_3,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_3,fold3,0.9482758620689655,0.9416666666666667,0.9379120879120879,0.9483705949223191,0.9416666666666667,0.9482758620689655,0.9391379310344827,0.9477288941736028,0.9295605687993781,0.9824551841085272,4,test
dinobloom_base,KNN_5,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_5,fold3,0.9310344827586207,0.925,0.9200549450549451,0.9333080712391058,0.925,0.9310344827586207,0.9200549450549451,0.9298976885183782,0.9071664245663664,0.994749273255814,4,test
dinobloom_base,RF,fold4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,RF,fold4,0.9137931034482759,0.8999999999999999,0.9302884615384617,0.9189323607427057,0.8999999999999999,0.9137931034482759,0.9098412698412698,0.9114833059660645,0.8839715457908377,0.9902010658914728,4,test
dinobloom_base,LR,fold4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,LR,fold4,0.9655172413793104,0.9583333333333333,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9583333333333333,0.9655172413793104,0.9527302363488183,0.9966327519379845,4,test
dinobloom_base,KNN_1,fold4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
