epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.8229512407424602,0.7683817148208618,0.6363636363636364,0.39999999999999997,0.5555555555555556
2,0.2398403746650574,0.03828224539756775,1.0,1.0,1.0
3,0.08359304450927897,0.0019255891675129533,1.0,1.0,1.0
4,0.09197972936833158,0.002387329936027527,1.0,1.0,1.0
5,0.031521455761283,0.006095126736909151,1.0,1.0,1.0
6,0.017405437067785162,0.004186444915831089,1.0,1.0,1.0
7,0.007034036890663048,0.002340524923056364,1.0,1.0,1.0
8,0.006232822957904415,0.0012430154019966722,1.0,1.0,1.0
9,0.007370909819617234,0.0010046911193057895,1.0,1.0,1.0
10,0.00543313657746036,0.0008074342040345073,1.0,1.0,1.0
