epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
7,0.024607910540040214,0.6129993296381605,0.9113924050632911,0.8893023255813953,0.8868421052631579,1
2,0.23840184090963376,0.14982262090371365,1.0,1.0,1.0,2
2,0.2398403746650574,0.03828224539756775,1.0,1.0,1.0,3
1,0.7126245959517882,0.18443192541599274,1.0,1.0,1.0,4
3,0.08417734516591861,0.05490078611506356,1.0,1.0,1.0,5
