epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.9999950210253398,1.2007645236121283,0.6666666666666666,0.3137254901960784,0.4444444444444444
2,0.6691445847352345,0.6621635225084093,1.0,1.0,1.0
3,0.48772740761439004,0.4229169686635335,0.8055555555555556,0.624441132637854,0.6111111111111112
4,0.41555570165316263,0.5512331591712104,0.7222222222222222,0.2795698924731183,0.48148148148148145
5,0.3121879369020462,0.5091422928704156,0.7222222222222222,0.21311475409836064,0.48148148148148145
6,0.2671768069267273,0.3842732508977254,0.8055555555555556,0.4212121212121212,0.6111111111111112
7,0.18696982463200887,0.3038623332977295,0.8611111111111112,0.5384615384615384,0.7222222222222222
8,0.22296707679828007,0.13058166040314567,0.9722222222222222,0.6470588235294118,0.9444444444444444
9,0.23223055998484293,0.09138774871826172,0.9722222222222222,0.9642502482621649,0.9814814814814814
10,0.22969635327657065,0.0370801136466778,0.9722222222222222,0.9642502482621649,0.9814814814814814
