epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
4,0.020547438213843427,0.29947061052758106,0.9240506329113924,0.9089285714285714,0.9070175438596492,1
2,0.34122633622362725,0.18634004547799887,1.0,1.0,1.0,2
