augmentation,folds_included,mean_val_accuracy,std_val_accuracy,mean_val_macro_f1,std_val_macro_f1,mean_val_balanced_accuracy,std_val_balanced_accuracy
geo_color_light,"[1, 2, 3, 4, 5]",0.9937619047619048,0.008690313110015863,0.993050987738928,0.009527730795992657,0.9916666666666668,0.011785113019775788
