epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.9463022095816476,0.12084040376875135,1.0,1.0,1.0
2,0.14022685977674665,0.028432523624764547,1.0,1.0,1.0
3,0.07310699919859569,0.008800937742408779,1.0,1.0,1.0
4,0.04701472424148094,0.01188839894408981,1.0,1.0,1.0
5,0.02292231249711698,0.02012985660177138,1.0,1.0,1.0
6,0.018217935359903743,0.030692725908011198,1.0,1.0,1.0
7,0.013514621848506587,0.019113896052456565,1.0,1.0,1.0
8,0.020106226427569276,0.007338760006758902,1.0,1.0,1.0
9,0.09672088455408812,0.0064988759760227464,1.0,1.0,1.0
10,0.0051770977498519985,0.010802328845279085,1.0,1.0,1.0
