epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
5,0.03270774432855059,0.07344842394193013,0.9866666666666667,0.9833147942157954,0.9833333333333334,1
2,0.17709653925251317,0.13870035324777877,0.9821428571428571,0.9819401444788441,0.975,2
2,0.22296703163066198,0.01066614594310522,1.0,1.0,1.0,3
1,0.8363284348173344,0.11998087912797928,1.0,1.0,1.0,4
1,0.9463022095816476,0.12084040376875135,1.0,1.0,1.0,5
