fold,class,precision,recall,f1_score,support
1,Falciparum,1.0,1.0,1.0,30.0
1,Malariae,0.8125,0.8666666666666667,0.8387096774193549,15.0
1,Ovale,0.8888888888888888,0.8421052631578947,0.8648648648648649,19.0
1,Vivax,1.0,1.0,1.0,15.0
2,Falciparum,1.0,1.0,1.0,9.0
2,Malariae,1.0,1.0,1.0,13.0
2,Ovale,1.0,1.0,1.0,10.0
2,Vivax,1.0,1.0,1.0,25.0
