epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,fold
4,0.020566102458548,0.3966119403161014,0.9367088607594937,0.925893635571055,0.9271929824561403,1
2,0.15510276851116442,0.10121702729609974,1.0,1.0,1.0,2
