epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.9669960118432082,0.7073579536208624,0.6582278481012658,0.5709538190240058,0.6583333333333333
2,0.14086715774681732,0.615658556877435,0.810126582278481,0.7016405034276822,0.7583333333333333
3,0.050722279166447296,0.536586778096949,0.8227848101265823,0.7327962349510608,0.775
4,0.020566102458548,0.3966119403161014,0.9367088607594937,0.925893635571055,0.9271929824561403
5,0.065489616557842,0.42313493122169865,0.9240506329113924,0.9105263157894736,0.9105263157894736
6,0.02603935001005653,0.4253708447883778,0.9367088607594937,0.925893635571055,0.9271929824561403
7,0.02583261078778114,0.396931503840451,0.9240506329113924,0.9105263157894736,0.9105263157894736
8,0.008758758898568517,0.41023526297104135,0.9367088607594937,0.9232158988256549,0.9201754385964912
9,0.025259522308830086,0.43179709344064887,0.9240506329113924,0.9034090909090909,0.9
10,0.009387050961492626,0.5316716890805696,0.8734177215189873,0.8508771929824561,0.8649122807017544
11,0.017780052682825627,0.5676109124788472,0.8734177215189873,0.8508771929824561,0.8649122807017544
12,0.043192760179971014,0.6306523632057766,0.8481012658227848,0.8178571428571428,0.8385964912280701
13,0.061297480159133444,0.48203728333870066,0.8987341772151899,0.8819444444444444,0.8912280701754386
14,0.026510439073766462,0.6694101661891688,0.7848101265822784,0.7207729468599033,0.7728070175438596
15,0.05195039578976522,0.6738136480886584,0.810126582278481,0.7627906976744186,0.7991228070175439
16,0.05362860642316687,0.6672428039748434,0.8227848101265823,0.7875,0.8087719298245614
17,0.024052915113572857,0.5855064073996029,0.8354430379746836,0.8045977011494252,0.8219298245614035
18,0.011309625879498839,0.5330388540036599,0.8987341772151899,0.8823529411764706,0.887719298245614
19,0.020528331967710537,0.5338841974971038,0.8860759493670886,0.8675324675324676,0.8710526315789474
20,0.027974387389102965,0.49998411777299606,0.9113924050632911,0.8947833775419982,0.893859649122807
